epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,703.592,0.80419,0.75928,1.10679,0.94578,0.96492,0.99175,0.79785,0.79938,0.43713,1.13967,0.00542125,0.00542125,0.00542125
39,722.255,0.79476,0.73335,1.08769,0.95844,0.97108,0.98676,0.80831,0.76762,0.41665,1.13819,0.0052975,0.0052975,0.0052975
40,741.403,0.79569,0.73129,1.09937,0.95743,0.97482,0.99407,0.80472,0.79084,0.42277,1.14843,0.00517375,0.00517375,0.00517375
41,760.157,0.77469,0.70734,1.07652,0.9667,0.95774,0.99079,0.80187,0.80608,0.42105,1.15901,0.00505,0.00505,0.00505
42,778.834,0.78516,0.70193,1.09401,0.93697,0.96493,0.99135,0.79249,0.80974,0.43611,1.1519,0.00492625,0.00492625,0.00492625
43,797.636,0.76599,0.69189,1.08636,0.9698,0.97717,0.99383,0.80668,0.78151,0.38897,1.12916,0.0048025,0.0048025,0.0048025
44,816.708,0.74984,0.68057,1.07349,0.93916,0.96436,0.99458,0.80749,0.75647,0.43462,1.12693,0.00467875,0.00467875,0.00467875
45,835.635,0.75962,0.69055,1.0724,0.9744,0.97639,0.9911,0.80431,0.76231,0.37439,1.13066,0.004555,0.004555,0.004555
46,854.653,0.74384,0.6685,1.068,0.9592,0.97591,0.99001,0.80919,0.76738,0.3816,1.12317,0.00443125,0.00443125,0.00443125
47,873.63,0.73797,0.65485,1.06848,0.96541,0.96613,0.99222,0.80889,0.79102,0.38646,1.14629,0.0043075,0.0043075,0.0043075
48,892.657,0.74071,0.64538,1.07234,0.96847,0.97892,0.99329,0.79502,0.80762,0.39092,1.16912,0.00418375,0.00418375,0.00418375
49,911.6,0.74136,0.64422,1.0652,0.9746,0.9628,0.99323,0.81514,0.75411,0.3775,1.12509,0.00406,0.00406,0.00406
50,930.57,0.72182,0.62854,1.05977,0.96268,0.95641,0.99042,0.81359,0.7583,0.38589,1.11628,0.00393625,0.00393625,0.00393625
51,949.715,0.71539,0.62602,1.06142,0.97609,0.98253,0.99409,0.82316,0.74757,0.35712,1.12953,0.0038125,0.0038125,0.0038125
52,968.826,0.71851,0.6256,1.06543,0.96707,0.97263,0.99246,0.80993,0.75459,0.37374,1.12544,0.00368875,0.00368875,0.00368875
53,987.508,0.69474,0.59006,1.05022,0.97188,0.9726,0.99346,0.81922,0.75017,0.36163,1.13073,0.003565,0.003565,0.003565
54,1006.47,0.69933,0.62249,1.05387,0.95485,0.97257,0.99002,0.81476,0.74246,0.36961,1.11398,0.00344125,0.00344125,0.00344125
55,1025.4,0.69362,0.59669,1.04984,0.96394,0.98063,0.99357,0.81341,0.74411,0.3566,1.11188,0.0033175,0.0033175,0.0033175
56,1044.46,0.68903,0.58873,1.04503,0.95728,0.97515,0.9932,0.81683,0.7379,0.36129,1.12588,0.00319375,0.00319375,0.00319375
57,1063.17,0.68257,0.58571,1.04183,0.96982,0.97638,0.99365,0.81291,0.7508,0.35607,1.12601,0.00307,0.00307,0.00307
58,1082,0.67624,0.58191,1.04486,0.97313,0.97821,0.99281,0.811,0.75008,0.34635,1.12058,0.00294625,0.00294625,0.00294625
59,1100.85,0.6756,0.5817,1.03956,0.96522,0.98505,0.99458,0.81629,0.75196,0.34461,1.12165,0.0028225,0.0028225,0.0028225
60,1119.71,0.66411,0.55991,1.03139,0.96065,0.95254,0.99044,0.81764,0.74279,0.36677,1.11578,0.00269875,0.00269875,0.00269875
61,1138.53,0.65147,0.55009,1.02102,0.97723,0.97552,0.99342,0.81674,0.73927,0.35226,1.12583,0.002575,0.002575,0.002575
62,1157.39,0.6558,0.55266,1.02904,0.97492,0.98471,0.99476,0.81444,0.76464,0.3367,1.14015,0.00245125,0.00245125,0.00245125
63,1176.27,0.64638,0.55051,1.02691,0.96284,0.97051,0.99357,0.82143,0.74458,0.35081,1.12397,0.0023275,0.0023275,0.0023275
64,1195.16,0.6414,0.53039,1.02412,0.97488,0.9702,0.99232,0.81421,0.74606,0.34196,1.12148,0.00220375,0.00220375,0.00220375
65,1214.04,0.62967,0.5383,1.00988,0.97703,0.97442,0.99256,0.80783,0.75347,0.3429,1.1318,0.00208,0.00208,0.00208
66,1232.85,0.62633,0.53479,1.01814,0.96974,0.97533,0.99346,0.81197,0.75877,0.33224,1.14523,0.00195625,0.00195625,0.00195625
67,1251.72,0.61763,0.5115,1.01201,0.97649,0.98322,0.99385,0.81174,0.74559,0.32935,1.12377,0.0018325,0.0018325,0.0018325
68,1270.24,0.62669,0.52241,1.01164,0.9735,0.98718,0.99409,0.81828,0.72906,0.32155,1.11757,0.00170875,0.00170875,0.00170875
69,1289.26,0.61675,0.49842,1.01032,0.96443,0.98049,0.99318,0.82159,0.73328,0.3218,1.11126,0.001585,0.001585,0.001585
70,1308.34,0.61656,0.51029,1.01839,0.97681,0.98545,0.99432,0.81588,0.74607,0.32385,1.12502,0.00146125,0.00146125,0.00146125
71,1345.62,0.47778,0.28581,0.93996,0.97304,0.98041,0.99347,0.81492,0.75369,0.33553,1.12782,0.0013375,0.0013375,0.0013375
